Montage,Current_Ch1_mA,Current_Ch2_mA,TImax_ROI,TImean_ROI,TImean_GM,Focality,Composite_Index
FT7_P7 <> F3_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9083,0.1053
FT7_P7 <> F3_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0998,0.0568,0.0444,1.2804,0.0728
FT7_P7 <> F3_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1995,0.1136,0.0874,1.2999,0.1477
FT7_P7 <> F3_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2993,0.1696,0.1133,1.4971,0.2540
FT7_P7 <> F3_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3814,0.2029,0.1089,1.8633,0.3781
FT7_P7 <> F3_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1651,0.0861,1.9183,0.3168
FT7_P7 <> F3_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1103,0.0578,1.9097,0.2107
FT7_P7 <> F3_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9084,0.1053
FT7_P7 <> F3_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0845,0.0529,0.0383,1.3808,0.0731
FT7_P7 <> F3_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1690,0.1058,0.0756,1.3994,0.1480
FT7_P7 <> F3_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2536,0.1562,0.1014,1.5412,0.2408
FT7_P7 <> F3_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3372,0.1862,0.1030,1.8077,0.3366
FT7_P7 <> F3_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1634,0.0847,1.9288,0.3151
FT7_P7 <> F3_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1103,0.0576,1.9142,0.2111
FT7_P7 <> F3_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9089,0.1053
FT7_P7 <> FC3_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0848,0.0456,0.0338,1.3479,0.0614
FT7_P7 <> FC3_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1695,0.0911,0.0675,1.3500,0.1230
FT7_P7 <> FC3_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2543,0.1367,0.0947,1.4431,0.1972
FT7_P7 <> FC3_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3390,0.1812,0.0999,1.8127,0.3284
FT7_P7 <> FC3_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1652,0.0851,1.9414,0.3207
FT7_P7 <> FC3_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0578,1.9102,0.2108
FT7_P7 <> FC3_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9084,0.1053
FT7_P7 <> FC3_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0608,0.0362,0.0250,1.4475,0.0523
FT7_P7 <> FC3_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1216,0.0723,0.0499,1.4495,0.1048
FT7_P7 <> FC3_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1824,0.1085,0.0721,1.5048,0.1632
FT7_P7 <> FC3_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2432,0.1445,0.0826,1.7489,0.2527
FT7_P7 <> FC3_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2895,0.1609,0.0777,2.0713,0.3333
FT7_P7 <> FC3_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0574,1.9217,0.2121
FT7_P7 <> FC3_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9090,0.1054
FT7_P7 <> FC3_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1018,0.0530,0.0410,1.2922,0.0685
FT7_P7 <> FC3_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2036,0.1060,0.0817,1.2965,0.1374
FT7_P7 <> FC3_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.3054,0.1587,0.1137,1.3955,0.2215
FT7_P7 <> FC3_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3851,0.1979,0.1097,1.8038,0.3570
FT7_P7 <> FC3_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1648,0.0862,1.9125,0.3152
FT7_P7 <> FC3_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1103,0.0578,1.9093,0.2107
FT7_P7 <> FC3_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9084,0.1053
FT7_P7 <> FC3_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1045,0.0553,0.0423,1.3074,0.0723
FT7_P7 <> FC3_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2090,0.1105,0.0832,1.3289,0.1469
FT7_P7 <> FC3_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.3135,0.1642,0.1101,1.4909,0.2448
FT7_P7 <> FC3_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3847,0.1948,0.1075,1.8125,0.3530
FT7_P7 <> FC3_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1632,0.0855,1.9073,0.3112
FT7_P7 <> FC3_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1102,0.0577,1.9096,0.2105
FT7_P7 <> FC3_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9085,0.1053
FT7_P7 <> FC3_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0887,0.0511,0.0364,1.4025,0.0716
FT7_P7 <> FC3_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1775,0.1019,0.0717,1.4216,0.1448
FT7_P7 <> FC3_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2662,0.1492,0.0978,1.5257,0.2277
FT7_P7 <> FC3_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3504,0.1783,0.1013,1.7599,0.3138
FT7_P7 <> FC3_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1594,0.0839,1.9008,0.3030
FT7_P7 <> FC3_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1099,0.0575,1.9115,0.2101
FT7_P7 <> FC3_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9088,0.1053
FT7_P7 <> AF7_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1010,0.0611,0.0441,1.3867,0.0848
FT7_P7 <> AF7_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2020,0.1223,0.0878,1.3931,0.1704
FT7_P7 <> AF7_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2971,0.1831,0.1150,1.5919,0.2915
FT7_P7 <> AF7_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3320,0.2104,0.1103,1.9073,0.4013
FT7_P7 <> AF7_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1655,0.0865,1.9128,0.3166
FT7_P7 <> AF7_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0578,1.9088,0.2107
FT7_P7 <> AF7_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9083,0.1053
FT7_P7 <> AF7_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1036,0.0588,0.0399,1.4730,0.0866
FT7_P7 <> AF7_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2072,0.1175,0.0789,1.4885,0.1749
FT7_P7 <> AF7_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.3075,0.1754,0.1040,1.6867,0.2959
FT7_P7 <> AF7_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2758,0.1999,0.1034,1.9335,0.3865
FT7_P7 <> AF7_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2878,0.1649,0.0852,1.9362,0.3192
FT7_P7 <> AF7_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0577,1.9120,0.2110
FT7_P7 <> AF7_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9086,0.1053
FT7_P7 <> AF7_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0937,0.0596,0.0427,1.3952,0.0832
FT7_P7 <> AF7_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1874,0.1192,0.0853,1.3970,0.1665
FT7_P7 <> AF7_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2812,0.1787,0.1196,1.4938,0.2669
FT7_P7 <> AF7_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3743,0.2141,0.1132,1.8920,0.4051
FT7_P7 <> AF7_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1655,0.0867,1.9091,0.3160
FT7_P7 <> AF7_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0578,1.9084,0.2106
FT7_P7 <> AF7_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9083,0.1053
FT7_P7 <> AF7_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0924,0.0549,0.0378,1.4500,0.0795
FT7_P7 <> AF7_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1849,0.1097,0.0755,1.4526,0.1594
FT7_P7 <> AF7_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2773,0.1645,0.1055,1.5588,0.2564
FT7_P7 <> AF7_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3697,0.2078,0.1071,1.9396,0.4030
FT7_P7 <> AF7_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1655,0.0863,1.9172,0.3173
FT7_P7 <> AF7_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0578,1.9094,0.2107
FT7_P7 <> AF7_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9084,0.1053
FT7_P7 <> AF7_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0797,0.0491,0.0312,1.5761,0.0774
FT7_P7 <> AF7_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1594,0.0982,0.0622,1.5790,0.1551
FT7_P7 <> AF7_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2391,0.1472,0.0893,1.6485,0.2426
FT7_P7 <> AF7_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3046,0.1869,0.0987,1.8948,0.3542
FT7_P7 <> AF7_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1652,0.0846,1.9535,0.3228
FT7_P7 <> AF7_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0577,1.9142,0.2112
FT7_P7 <> AF7_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9088,0.1053
FT7_P7 <> F9_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0898,0.0527,0.0411,1.2820,0.0676
FT7_P7 <> F9_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1797,0.1054,0.0814,1.2952,0.1365
FT7_P7 <> F9_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2695,0.1579,0.1113,1.4197,0.2242
FT7_P7 <> F9_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2744,0.1938,0.1103,1.7562,0.3403
FT7_P7 <> F9_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2861,0.1646,0.0864,1.9042,0.3133
FT7_P7 <> F9_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0578,1.9092,0.2107
FT7_P7 <> F9_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9084,0.1053
FT7_P7 <> F9_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0949,0.0538,0.0395,1.3624,0.0733
FT7_P7 <> F9_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1897,0.1076,0.0773,1.3926,0.1499
FT7_P7 <> F9_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2846,0.1602,0.1040,1.5411,0.2470
FT7_P7 <> F9_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2744,0.1871,0.1048,1.7859,0.3342
FT7_P7 <> F9_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2602,0.1598,0.0851,1.8784,0.3002
FT7_P7 <> F9_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1938,0.1101,0.0577,1.9089,0.2102
FT7_P7 <> F9_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9086,0.1053
FT7_P7 <> F9_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0740,0.0470,0.0348,1.3518,0.0636
FT7_P7 <> F9_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1479,0.0941,0.0696,1.3519,0.1272
FT7_P7 <> F9_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2219,0.1411,0.1034,1.3650,0.1926
FT7_P7 <> F9_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2710,0.1857,0.1109,1.6744,0.3109
FT7_P7 <> F9_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1655,0.0867,1.9082,0.3158
FT7_P7 <> F9_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0578,1.9083,0.2106
FT7_P7 <> F9_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9083,0.1053
FT7_P7 <> F9_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0623,0.0396,0.0265,1.4960,0.0593
FT7_P7 <> F9_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1246,0.0792,0.0530,1.4962,0.1186
FT7_P7 <> F9_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1869,0.1189,0.0790,1.5052,0.1789
FT7_P7 <> F9_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2492,0.1584,0.0962,1.6464,0.2608
FT7_P7 <> F9_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1653,0.0855,1.9337,0.3197
FT7_P7 <> F9_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0578,1.9093,0.2107
FT7_P7 <> F9_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9084,0.1053
FT7_P7 <> F9_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0525,0.0326,0.0196,1.6592,0.0540
FT7_P7 <> F9_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1050,0.0651,0.0392,1.6593,0.1080
FT7_P7 <> F9_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1575,0.0976,0.0588,1.6601,0.1621
FT7_P7 <> F9_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2099,0.1301,0.0774,1.6811,0.2187
FT7_P7 <> F9_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2276,0.1498,0.0803,1.8666,0.2796
FT7_P7 <> F9_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1103,0.0576,1.9162,0.2114
FT7_P7 <> F9_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9086,0.1053
FT7_P7 <> FT9_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0826,0.0493,0.0395,1.2458,0.0614
FT7_P7 <> FT9_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1651,0.0985,0.0781,1.2621,0.1243
FT7_P7 <> FT9_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2477,0.1477,0.1073,1.3768,0.2033
FT7_P7 <> FT9_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2744,0.1873,0.1095,1.7114,0.3206
FT7_P7 <> FT9_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2806,0.1639,0.0863,1.8999,0.3115
FT7_P7 <> FT9_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0578,1.9097,0.2108
FT7_P7 <> FT9_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9084,0.1053
FT7_P7 <> FT9_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0878,0.0507,0.0385,1.3170,0.0667
FT7_P7 <> FT9_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1757,0.1013,0.0749,1.3517,0.1369
FT7_P7 <> FT9_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2635,0.1511,0.1012,1.4938,0.2257
FT7_P7 <> FT9_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2744,0.1815,0.1038,1.7480,0.3173
FT7_P7 <> FT9_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2576,0.1584,0.0848,1.8670,0.2957
FT7_P7 <> FT9_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1930,0.1100,0.0576,1.9079,0.2098
FT7_P7 <> FT9_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9087,0.1053
FT7_P7 <> FT9_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0670,0.0431,0.0322,1.3380,0.0576
FT7_P7 <> FT9_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1340,0.0862,0.0644,1.3381,0.1153
FT7_P7 <> FT9_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2010,0.1292,0.0957,1.3501,0.1745
FT7_P7 <> FT9_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2653,0.1720,0.1086,1.5841,0.2725
FT7_P7 <> FT9_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2910,0.1654,0.0867,1.9081,0.3156
FT7_P7 <> FT9_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0578,1.9083,0.2106
FT7_P7 <> FT9_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9083,0.1053
FT7_P7 <> FT9_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0579,0.0354,0.0232,1.5249,0.0540
FT7_P7 <> FT9_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1158,0.0708,0.0464,1.5251,0.1080
FT7_P7 <> FT9_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1737,0.1062,0.0693,1.5322,0.1628
FT7_P7 <> FT9_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2316,0.1417,0.0876,1.6173,0.2291
FT7_P7 <> FT9_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2889,0.1644,0.0843,1.9510,0.3208
FT7_P7 <> FT9_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0578,1.9093,0.2107
FT7_P7 <> FT9_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9084,0.1053
FT7_P7 <> FT9_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0423,0.0268,0.0159,1.6871,0.0453
FT7_P7 <> FT9_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.0846,0.0537,0.0318,1.6871,0.0905
FT7_P7 <> FT9_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1269,0.0805,0.0477,1.6871,0.1358
FT7_P7 <> FT9_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1692,0.1073,0.0636,1.6880,0.1811
FT7_P7 <> FT9_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1997,0.1334,0.0744,1.7933,0.2392
FT7_P7 <> FT9_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1940,0.1104,0.0575,1.9188,0.2117
FT7_P7 <> FT9_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0970,0.0552,0.0289,1.9086,0.1053
FT7_TP7 <> F3_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0866,0.0537,0.0415,1.2935,0.0695
FT7_TP7 <> F3_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1732,0.1075,0.0797,1.3492,0.1450
FT7_TP7 <> F3_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2598,0.1611,0.0903,1.7833,0.2873
FT7_TP7 <> F3_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2910,0.1768,0.0826,2.1416,0.3787
FT7_TP7 <> F3_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2182,0.1330,0.0642,2.0710,0.2754
FT7_TP7 <> F3_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1455,0.0887,0.0429,2.0666,0.1832
FT7_TP7 <> F3_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0727,0.0443,0.0215,2.0662,0.0916
FT7_TP7 <> F3_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0830,0.0480,0.0347,1.3825,0.0663
FT7_TP7 <> F3_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1659,0.0959,0.0676,1.4195,0.1362
FT7_TP7 <> F3_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2489,0.1438,0.0818,1.7568,0.2525
FT7_TP7 <> F3_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2506,0.1695,0.0788,2.1505,0.3645
FT7_TP7 <> F3_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2182,0.1330,0.0637,2.0875,0.2776
FT7_TP7 <> F3_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1455,0.0887,0.0429,2.0676,0.1833
FT7_TP7 <> F3_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0727,0.0443,0.0215,2.0663,0.0916
FT7_TP7 <> F3_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0984,0.0574,0.0456,1.2604,0.0724
FT7_TP7 <> F3_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1969,0.1148,0.0871,1.3180,0.1513
FT7_TP7 <> F3_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2953,0.1716,0.0953,1.8002,0.3089
FT7_TP7 <> F3_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2910,0.1767,0.0838,2.1081,0.3725
FT7_TP7 <> F3_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2182,0.1330,0.0643,2.0694,0.2752
FT7_TP7 <> F3_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1455,0.0887,0.0429,2.0666,0.1832
FT7_TP7 <> F3_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0727,0.0443,0.0215,2.0663,0.0916
FT7_TP7 <> F3_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0998,0.0568,0.0443,1.2827,0.0729
FT7_TP7 <> F3_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1995,0.1136,0.0822,1.3824,0.1571
FT7_TP7 <> F3_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2993,0.1683,0.0926,1.8176,0.3058
FT7_TP7 <> F3_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2910,0.1747,0.0828,2.1098,0.3686
FT7_TP7 <> F3_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2182,0.1329,0.0641,2.0732,0.2755
FT7_TP7 <> F3_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1455,0.0886,0.0429,2.0669,0.1832
FT7_TP7 <> F3_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0727,0.0443,0.0215,2.0663,0.0916
FT7_TP7 <> F3_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0845,0.0529,0.0383,1.3822,0.0732
FT7_TP7 <> F3_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1690,0.1057,0.0728,1.4516,0.1535
FT7_TP7 <> F3_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2536,0.1547,0.0873,1.7713,0.2740
FT7_TP7 <> F3_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2909,0.1690,0.0812,2.0804,0.3515
FT7_TP7 <> F3_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2182,0.1328,0.0638,2.0820,0.2764
FT7_TP7 <> F3_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1455,0.0886,0.0429,2.0682,0.1833
FT7_TP7 <> F3_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0727,0.0443,0.0215,2.0664,0.0916
FT7_TP7 <> FC3_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0848,0.0456,0.0338,1.3487,0.0615
FT7_TP7 <> FC3_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1695,0.0911,0.0665,1.3704,0.1249
FT7_TP7 <> FC3_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2543,0.1366,0.0827,1.6523,0.2258
FT7_TP7 <> FC3_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2910,0.1694,0.0794,2.1324,0.3613
FT7_TP7 <> FC3_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2182,0.1329,0.0638,2.0849,0.2771
FT7_TP7 <> FC3_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1455,0.0887,0.0429,2.0675,0.1833
FT7_TP7 <> FC3_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0727,0.0443,0.0215,2.0663,0.0916
FT7_TP7 <> FC3_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0608,0.0362,0.0250,1.4477,0.0523
FT7_TP7 <> FC3_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1216,0.0723,0.0497,1.4541,0.1051
FT7_TP7 <> FC3_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1824,0.1085,0.0676,1.6056,0.1741
FT7_TP7 <> FC3_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2432,0.1444,0.0714,2.0234,0.2921
FT7_TP7 <> FC3_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2182,0.1329,0.0618,2.1504,0.2858
FT7_TP7 <> FC3_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1455,0.0887,0.0428,2.0696,0.1835
FT7_TP7 <> FC3_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0727,0.0443,0.0215,2.0664,0.0916
FT7_TP7 <> FC3_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1018,0.0530,0.0410,1.2935,0.0685
FT7_TP7 <> FC3_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2036,0.1059,0.0792,1.3373,0.1417
